price,size,rooms,baths,parking,neighborhood
200000000,94.0,3,2.0,0,medellin belen san bernardo
300000000,140.0,4,3.0,0,sabaneta callejon del banco
225000000,115.0,3,2.0,0,la-estrella ferrerias
320000000,92.0,3,2.0,1,medellin loma de los bernal
260000000,93.0,3,2.0,0,envigado san jose
275000000,110.0,4,3.0,1,medellin occidente
330000000,100.0,3,2.0,1,medellin suroccidente
310000000,140.0,4,3.0,2,medellin calasanz
350000000,97.0,3,2.0,2,envigado camino verde
240000000,146.0,4,3.0,0,medellin aranjuez
320000000,90.0,3,2.0,1,envigado primavera
300000000,93.0,3,2.0,0,envigado magnolia
275000000,106.0,4,3.0,1,medellin simon bolivar
335000000,127.0,3,2.0,0,sabaneta aves maria
350000000,93.0,3,2.0,1,sabaneta parque
305000000,96.0,3,2.0,1,medellin belen loma de los bernal
290000000,99.0,3,2.0,1,sabaneta aves marias
300000000,171.0,4,2.0,0,medellin los angeles
295000000,100.0,3,3.0,1,envigado envigado barrio el portal
270000000,130.0,4,3.0,1,envigado la magnolia
330000000,122.0,4,3.0,1,medellin barrio triste
340000000,139.0,3,2.0,1,medellin belen
240000000,109.0,3,2.0,0,medellin el salvador
280000000,95.0,4,3.0,1,medellin occidente
350000000,93.0,4,3.0,1,envigado zuñiga
208000000,126.0,4,3.0,1,medellin centro
310000000,90.0,3,2.0,1,envigado loma chinguin
330000000,147.0,4,3.0,0,medellin el poblado
350000000,122.0,3,3.0,2,medellin belen
310000000,128.0,4,2.0,0,medellin guayabal
220000000,120.0,4,3.0,1,medellin robledo
340000000,170.0,5,2.0,0,medellin belen
220000000,110.0,3,3.0,0,envigado el dorado
290000000,114.0,3,2.0,1,envigado naranjos
290000000,95.0,3,3.0,1,envigado sector primavera
130000000,130.0,3,2.0,3,medellin nororiente
210000000,140.0,4,3.0,0,medellin el rodeo
280000000,97.0,3,2.0,1,medellin santa maria de los angeles
350000000,109.0,3,2.0,0,envigado alcala
350000000,101.0,3,3.0,1,sabaneta aves maria
240000000,104.0,3,2.0,0,medellin florida nueva
206000000,115.0,3,2.0,0,envigado el trianon
350000000,136.0,3,3.0,1,medellin belen rosales
305000000,116.0,3,2.0,1,sabaneta aburra sur
192000000,108.0,4,2.0,0,medellin guayabal
330000000,121.0,3,3.0,1,medellin simon bolivar
330000000,113.0,3,2.0,0,envigado las cometas
290000000,94.0,3,2.0,1,sabaneta vegas
345000000,130.0,4,3.0,1,medellin belen aliadas
313000000,91.0,3,2.0,2,sabaneta las lomitas
310000000,190.0,5,2.0,0,medellin laureles
275000000,107.0,3,3.0,1,medellin suroccidente
260000000,90.0,3,2.0,1,sabaneta mayorca
125000000,101.0,3,2.0,0,medellin belen la pradera
270000000,127.0,4,2.0,0,medellin occidente
280000000,94.0,3,2.0,1,envigado el dorado
349000000,155.0,4,3.0,1,envigado alcala
270000000,99.0,4,2.0,1,medellin santa maria de los angeles
150000000,90.0,3,2.0,0,medellin pedregal
330000000,108.0,3,2.0,2,medellin alejandria
320000000,103.0,3,2.0,0,medellin belen loma de los bernal
350000000,107.0,3,2.0,1,envigado las antillas
330000000,100.0,3,2.0,0,envigado cumbres
280000000,104.0,3,3.0,1,medellin la floresta
270000000,93.0,3,2.0,0,envigado loma del barro
290000000,98.0,3,2.0,1,sabaneta sabaneta
320000000,117.0,3,2.0,2,envigado envigado
270000000,94.0,3,2.0,1,sabaneta sabaneta
255000000,101.0,3,3.0,0,medellin simon bolivar
345000000,168.0,3,2.0,1,medellin belen aliadas
340000000,135.0,4,3.0,1,medellin laureles
280000000,96.0,3,3.0,1,medellin belen la mota
175000000,95.0,3,2.0,0,medellin robledo
350000000,99.0,3,2.0,1,sabaneta aves marias
330000000,140.0,4,2.0,2,medellin la floresta
280000000,109.0,4,2.0,1,envigado san mateo
350000000,95.0,3,2.0,1,medellin loma de los bernal
210000000,140.0,4,3.0,0,medellin guayabal
322000000,110.0,3,2.0,2,envigado loma de brujas
130000000,200.0,5,2.0,0,medellin santa cruz
183000000,94.0,3,2.0,0,medellin belen san bernardo
275000000,95.0,3,3.0,1,medellin san joaquin avenida bolivariana
225000000,95.0,4,3.0,1,medellin villa hermosa
280000000,90.0,3,2.0,1,medellin belen
220000000,100.0,4,2.0,0,medellin la asomadera
275000000,164.0,4,3.0,0,medellin belen rosales
170000000,120.0,3,3.0,0,medellin laureles conquistadores castellana
260000000,130.0,4,2.0,0,medellin belen
250000000,91.0,3,2.0,0,medellin boston
300000000,160.0,5,3.0,0,medellin aranjuez
290000000,94.0,3,3.0,1,medellin san diego
210000000,90.0,3,2.0,1,medellin belen
298000000,128.0,4,2.0,0,medellin san joaquin
250000000,100.0,3,2.0,0,medellin la floresta
255000000,114.0,3,3.0,0,medellin belen la palma
210000000,104.0,3,2.0,0,itagui santa maria
268000000,130.0,4,2.0,0,medellin belen
290000000,92.0,3,2.0,0,medellin el poblado
320000000,123.0,3,3.0,1,envigado el dorado
175000000,118.0,3,2.0,0,medellin buenos aires
345000000,160.0,4,3.0,2,medellin la mota
160000000,90.0,4,2.0,0,medellin buenos aires
284900000,101.0,3,2.0,0,envigado la magnolia
215000000,91.0,3,3.0,0,sabaneta calle larga
310000000,100.0,3,2.0,0,sabaneta aves maria
350000000,98.0,3,2.0,0,envigado primavera
250000000,94.0,3,2.0,0,envigado los naranjos
350000000,90.0,3,2.0,1,sabaneta las vegas
350000000,100.0,3,2.0,0,medellin belen
260000000,110.0,4,2.0,0,medellin belen san bernardo
297000000,97.0,4,3.0,2,medellin san joaquin
270000000,119.0,5,2.0,0,envigado la magnolia
315000000,110.0,3,3.0,0,sabaneta aves marias
340000000,100.0,3,3.0,1,medellin laureles
285000000,93.0,3,2.0,1,envigado alto de las flores
230000000,133.0,3,2.0,0,envigado santa gertruides
295000000,90.0,3,2.0,0,medellin belen la palma
160000000,94.0,3,2.0,0,medellin belen san bernardo
298000000,100.0,3,2.0,1,envigado portal
125000000,140.0,4,2.0,1,medellin buenos aires
340000000,127.0,3,3.0,2,medellin laureles
340000000,127.0,3,3.0,2,medellin laureles
290000000,104.0,3,2.0,1,medellin la pilarica
199000000,147.0,3,2.0,0,medellin buenos aires
330000000,93.0,3,2.0,1,envigado alto de las flores
350000000,114.0,5,3.0,1,medellin la mota
330000000,160.0,4,2.0,1,itagui suramerica
322000000,107.0,3,2.0,1,envigado san marcos
140000000,102.0,5,3.0,0,medellin calasanz
300000000,156.0,4,2.0,0,medellin florida nueva
165000000,120.0,3,2.0,0,medellin belen
285000000,136.0,4,3.0,0,medellin laureles
310000000,95.0,3,2.0,1,medellin laureles
275000000,105.0,3,2.0,2,medellin simon bolivar
330000000,165.0,3,2.0,0,medellin belen la palma
250000000,97.0,3,2.0,1,envigado el dorado
350000000,137.0,4,3.0,1,medellin la florida
250000000,105.0,3,2.0,0,medellin carlos e restrepo
305000000,109.0,4,2.0,1,medellin laureles
255000000,161.0,4,3.0,0,medellin santa fe
340000000,99.0,4,3.0,1,envigado zuñiga
123000000,120.0,4,2.0,0,medellin castilla la maracana
250000000,126.0,4,2.0,0,medellin santa monica
270000000,110.0,3,2.0,1,envigado el consuelo
340000000,92.0,3,3.0,1,medellin belen
230000000,102.0,4,2.0,0,medellin belen las playas
240000000,116.0,4,2.0,0,itagui santa maria
345000000,120.0,3,2.0,1,medellin laureles
140000000,167.0,4,2.0,0,medellin castilla
155000000,100.0,4,2.0,0,medellin manrique central
275000000,90.0,3,2.0,1,envigado envigado
300000000,105.0,5,3.0,1,medellin san joaquin
305000000,105.0,3,2.0,0,medellin simon bolivar
250000000,100.0,3,2.0,0,sabaneta entreamigos
330000000,101.0,3,2.0,0,sabaneta aves maria
240000000,98.0,3,2.0,0,medellin san diego
345000000,115.0,4,2.0,1,envigado zuñiga
270000000,116.0,5,3.0,0,medellin los colores
290000000,92.0,3,2.0,1,itagui suramerica
160000000,105.0,3,2.0,0,medellin buenos aires quinta linda
